,Source,Target,Weight
4356,u-25,s-7,1
4357,u-26,s-0,6
4358,u-26,s-1,27
4359,u-26,s-10,2
4360,u-26,s-11,2
4361,u-26,s-12,5
4362,u-26,s-13,2
4363,u-26,s-15,1
4364,u-26,s-17,2
4365,u-26,s-18,2
4366,u-26,s-2,1
4367,u-26,s-20,2
4368,u-26,s-22,5
4369,u-26,s-23,1
4370,u-26,s-25,2
4371,u-26,s-26,4
4372,u-26,s-27,3
4373,u-26,s-28,1
4374,u-26,s-30,4
4375,u-26,s-31,6
4376,u-26,s-32,2
4377,u-26,s-33,2
4378,u-26,s-34,6
4379,u-26,s-35,2
4380,u-26,s-36,1
4381,u-26,s-37,5
4382,u-26,s-38,4
4383,u-26,s-39,2
4384,u-26,s-4,4
4385,u-26,s-40,3
4386,u-26,s-41,1
4387,u-26,s-42,5
4388,u-26,s-43,1
4389,u-26,s-45,8
4390,u-26,s-46,8
4391,u-26,s-47,6
4392,u-26,s-5,2
4393,u-26,s-50,3
4394,u-26,s-52,3
4395,u-26,s-53,6
4396,u-26,s-54,7
4397,u-26,s-55,5
4398,u-26,s-57,17
4399,u-26,s-59,1
4400,u-26,s-60,1
4401,u-26,s-61,10
4402,u-26,s-62,2
4403,u-26,s-66,20
4404,u-26,s-67,2
4405,u-26,s-68,1
4406,u-26,s-69,5
4407,u-26,s-7,6
4408,u-26,s-70,3
4409,u-26,s-71,3
4410,u-26,s-8,3
4411,u-27,s-0,1
4412,u-27,s-1,3
4413,u-27,s-15,1
4414,u-27,s-18,1
4415,u-27,s-26,1
4416,u-27,s-28,1
4417,u-27,s-36,1
4418,u-27,s-38,1
4419,u-27,s-42,1
4420,u-27,s-45,1
4421,u-27,s-53,2
4422,u-27,s-54,1
4423,u-27,s-56,1
4424,u-27,s-57,1
4425,u-27,s-61,1
4426,u-27,s-62,1
4427,u-27,s-63,1
4428,u-27,s-66,2
4429,u-27,s-71,1
4430,u-28,System No Cluster,1
4431,u-28,s-0,13
4432,u-28,s-1,52
4433,u-28,s-10,1
4434,u-28,s-11,1
4435,u-28,s-12,8
4436,u-28,s-15,2
4437,u-28,s-17,1
4438,u-28,s-18,1
4439,u-28,s-2,2
4440,u-28,s-20,1
4441,u-28,s-22,5
4442,u-28,s-25,1
4443,u-28,s-26,4
4444,u-28,s-27,4
4445,u-28,s-28,1
4446,u-28,s-3,1
4447,u-28,s-30,6
4448,u-28,s-31,5
4449,u-28,s-32,5
4450,u-28,s-33,3
4451,u-28,s-34,10
4452,u-28,s-35,5
4453,u-28,s-37,3
4454,u-28,s-38,1
4455,u-28,s-39,4
4456,u-28,s-4,4
4457,u-28,s-40,2
4458,u-28,s-42,8
4459,u-28,s-43,4
4460,u-28,s-44,4
4461,u-28,s-45,8
4462,u-28,s-46,2
4463,u-28,s-47,1
4464,u-28,s-5,6
4465,u-28,s-50,3
4466,u-28,s-51,1
4467,u-28,s-52,3
4468,u-28,s-53,5
4469,u-28,s-54,18
4470,u-28,s-55,5
4471,u-28,s-56,1
4472,u-28,s-57,18
4473,u-28,s-58,4
4474,u-28,s-6,2
4475,u-28,s-61,9
4476,u-28,s-62,6
4477,u-28,s-65,1
4478,u-28,s-66,24
4479,u-28,s-67,4
4480,u-28,s-68,1
4481,u-28,s-69,4
4482,u-28,s-7,3
4483,u-28,s-71,3
4484,u-28,s-8,1
4485,u-28,s-9,1
4486,u-29,s-0,9
4487,u-29,s-1,20
4488,u-29,s-11,1
4489,u-29,s-12,7
4490,u-29,s-13,1
4491,u-29,s-14,1
4492,u-29,s-18,5
4493,u-29,s-2,1
4494,u-29,s-21,1
4495,u-29,s-22,1
4496,u-29,s-23,3
4497,u-29,s-26,1
4498,u-29,s-27,2
4499,u-29,s-28,1
4500,u-29,s-3,1
4501,u-29,s-30,8
4502,u-29,s-31,3
4503,u-29,s-32,2
4504,u-29,s-34,4
4505,u-29,s-35,2
4506,u-29,s-38,2
4507,u-29,s-39,2
4508,u-29,s-4,2
4509,u-29,s-40,1
4510,u-29,s-42,4
4511,u-29,s-43,3
4512,u-29,s-45,4
4513,u-29,s-46,3
4514,u-29,s-47,1
4515,u-29,s-5,4
4516,u-29,s-50,2
4517,u-29,s-51,1
4518,u-29,s-52,2
4519,u-29,s-53,5
4520,u-29,s-54,12
4521,u-29,s-55,7
4522,u-29,s-57,16
4523,u-29,s-58,2
4524,u-29,s-6,1
4525,u-29,s-61,7
4526,u-29,s-62,2
4527,u-29,s-65,1
4528,u-29,s-66,16
4529,u-29,s-67,1
4530,u-29,s-68,3
4531,u-29,s-69,2
4532,u-29,s-7,4
4533,u-29,s-70,1
4534,u-29,s-71,1
4535,u-29,s-9,2
4536,u-3,s-0,4
4537,u-3,s-1,10
4538,u-3,s-11,1
4539,u-3,s-12,2
4540,u-3,s-13,2
4541,u-3,s-14,1
4542,u-3,s-16,1
4543,u-3,s-18,3
4544,u-3,s-2,1
4545,u-3,s-22,1
4546,u-3,s-23,1
4547,u-3,s-25,1
4548,u-3,s-27,3
4549,u-3,s-3,2
4550,u-3,s-30,2
4551,u-3,s-32,1
4552,u-3,s-34,1
4553,u-3,s-37,2
4554,u-3,s-38,2
4555,u-3,s-39,1
4556,u-3,s-4,1
4557,u-3,s-40,3
4558,u-3,s-41,1
4559,u-3,s-42,3
4560,u-3,s-43,2
4561,u-3,s-44,1
4562,u-3,s-45,1
4563,u-3,s-46,1
4564,u-3,s-47,2
4565,u-3,s-5,1
4566,u-3,s-50,2
4567,u-3,s-52,2
4568,u-3,s-53,2
4569,u-3,s-54,7
4570,u-3,s-55,4
4571,u-3,s-57,9
4572,u-3,s-61,3
4573,u-3,s-66,4
4574,u-3,s-67,2
4575,u-3,s-7,2
4576,u-3,s-71,1
4577,u-3,s-8,1
4578,u-3,s-9,2
4579,u-30,s-0,26
4580,u-30,s-1,73
4581,u-30,s-10,4
4582,u-30,s-11,2
4583,u-30,s-12,13
4584,u-30,s-13,4
4585,u-30,s-15,2
4586,u-30,s-18,6
4587,u-30,s-2,1
4588,u-30,s-20,1
4589,u-30,s-21,1
4590,u-30,s-23,1
4591,u-30,s-25,1
4592,u-30,s-26,8
4593,u-30,s-27,4
4594,u-30,s-3,2
4595,u-30,s-30,16
4596,u-30,s-31,5
4597,u-30,s-32,8
4598,u-30,s-33,4
4599,u-30,s-34,17
4600,u-30,s-35,4
4601,u-30,s-36,2
4602,u-30,s-37,3
4603,u-30,s-38,4
4604,u-30,s-39,5
4605,u-30,s-4,7
4606,u-30,s-40,2
4607,u-30,s-41,2
4608,u-30,s-42,9
4609,u-30,s-43,2
4610,u-30,s-44,5
4611,u-30,s-45,8
4612,u-30,s-46,11
4613,u-30,s-47,3
4614,u-30,s-49,1
4615,u-30,s-5,5
4616,u-30,s-50,5
4617,u-30,s-51,3
4618,u-30,s-52,5
4619,u-30,s-53,10
4620,u-30,s-54,25
4621,u-30,s-55,4
4622,u-30,s-57,39
4623,u-30,s-58,2
4624,u-30,s-6,1
4625,u-30,s-61,13
4626,u-30,s-62,5
4627,u-30,s-63,2
4628,u-30,s-64,2
4629,u-30,s-65,1
4630,u-30,s-66,35
4631,u-30,s-67,1
4632,u-30,s-68,3
4633,u-30,s-69,8
4634,u-30,s-7,6
4635,u-30,s-70,3
4636,u-30,s-71,9
4637,u-30,s-8,1
4638,u-30,s-9,2
4639,u-31,s-0,11
4640,u-31,s-1,36
4641,u-31,s-10,1
4642,u-31,s-12,5
4643,u-31,s-13,3
4644,u-31,s-15,2
4645,u-31,s-17,2
4646,u-31,s-18,4
4647,u-31,s-2,1
4648,u-31,s-20,2
4649,u-31,s-21,1
4650,u-31,s-22,2
4651,u-31,s-23,2
4652,u-31,s-25,1
4653,u-31,s-26,2
4654,u-31,s-27,5
4655,u-31,s-3,2
4656,u-31,s-30,3
4657,u-31,s-31,7
4658,u-31,s-32,5
4659,u-31,s-33,2
4660,u-31,s-34,7
4661,u-31,s-35,4
4662,u-31,s-37,4
4663,u-31,s-38,2
4664,u-31,s-39,2
4665,u-31,s-4,4
4666,u-31,s-40,5
4667,u-31,s-41,2
4668,u-31,s-42,6
4669,u-31,s-43,1
4670,u-31,s-44,1
4671,u-31,s-45,8
4672,u-31,s-46,4
4673,u-31,s-47,4
4674,u-31,s-48,1
4675,u-31,s-5,1
4676,u-31,s-50,1
4677,u-31,s-52,2
4678,u-31,s-53,5
4679,u-31,s-54,15
4680,u-31,s-55,5
4681,u-31,s-57,24
4682,u-31,s-58,1
4683,u-31,s-59,1
4684,u-31,s-6,1
4685,u-31,s-61,8
4686,u-31,s-62,9
4687,u-31,s-65,2
4688,u-31,s-66,16
4689,u-31,s-67,3
4690,u-31,s-68,2
4691,u-31,s-69,2
4692,u-31,s-7,1
4693,u-31,s-70,2
4694,u-31,s-71,3
4695,u-31,s-8,1
4696,u-31,s-9,1
4697,u-32,System No Cluster,1
4698,u-32,s-0,6
4699,u-32,s-1,18
4700,u-32,s-12,4
4701,u-32,s-18,1
4702,u-32,s-23,1
4703,u-32,s-24,1
4704,u-32,s-25,1
4705,u-32,s-26,4
4706,u-32,s-27,1
4707,u-32,s-28,1
4708,u-32,s-30,4
4709,u-32,s-31,1
4710,u-32,s-32,1
4711,u-32,s-33,3
4712,u-32,s-34,3
4713,u-32,s-35,2
4714,u-32,s-36,1
4715,u-32,s-37,2
4716,u-32,s-38,2
4717,u-32,s-39,1
4718,u-32,s-4,4
4719,u-32,s-40,1
4720,u-32,s-42,3
4721,u-32,s-44,3
4722,u-32,s-45,2
4723,u-32,s-46,2
4724,u-32,s-47,1
4725,u-32,s-5,1
4726,u-32,s-50,2
4727,u-32,s-52,6
4728,u-32,s-53,1
4729,u-32,s-54,8
4730,u-32,s-55,3
4731,u-32,s-57,16
4732,u-32,s-59,1
4733,u-32,s-61,9
4734,u-32,s-62,3
4735,u-32,s-66,16
4736,u-32,s-67,2
4737,u-32,s-69,1
4738,u-32,s-7,1
4739,u-32,s-70,1
4740,u-32,s-71,1
4741,u-33,System No Cluster,1
4742,u-33,s-0,5
4743,u-33,s-1,6
4744,u-33,s-10,1
4745,u-33,s-12,3
4746,u-33,s-13,1
4747,u-33,s-15,1
4748,u-33,s-18,2
4749,u-33,s-25,2
4750,u-33,s-26,1
4751,u-33,s-27,1
4752,u-33,s-31,4
4753,u-33,s-34,2
4754,u-33,s-35,1
4755,u-33,s-36,2
4756,u-33,s-37,1
4757,u-33,s-39,2
4758,u-33,s-4,1
4759,u-33,s-40,3
4760,u-33,s-42,2
4761,u-33,s-43,2
4762,u-33,s-45,3
4763,u-33,s-46,2
4764,u-33,s-47,1
4765,u-33,s-51,1
4766,u-33,s-53,2
4767,u-33,s-54,4
4768,u-33,s-55,4
4769,u-33,s-57,5
4770,u-33,s-58,1
4771,u-33,s-61,5
4772,u-33,s-62,2
4773,u-33,s-66,6
4774,u-33,s-68,1
4775,u-33,s-69,2
4776,u-33,s-71,1
4777,u-33,s-8,2
4778,u-34,s-0,4
4779,u-34,s-1,6
4780,u-34,s-12,3
4781,u-34,s-13,1
4782,u-34,s-15,1
4783,u-34,s-22,2
4784,u-34,s-26,1
4785,u-34,s-29,1
4786,u-34,s-30,3
4787,u-34,s-31,1
4788,u-34,s-32,4
4789,u-34,s-36,1
4790,u-34,s-39,1
4791,u-34,s-40,1
4792,u-34,s-43,1
4793,u-34,s-45,1
4794,u-34,s-46,1
4795,u-34,s-47,1
4796,u-34,s-52,1
4797,u-34,s-53,1
4798,u-34,s-54,3
4799,u-34,s-57,6
4800,u-34,s-59,1
4801,u-34,s-6,1
4802,u-34,s-61,1
4803,u-34,s-62,3
4804,u-34,s-66,4
4805,u-34,s-67,1
4806,u-35,System No Cluster,2
4807,u-35,s-0,13
4808,u-35,s-1,55
4809,u-35,s-10,3
4810,u-35,s-11,2
4811,u-35,s-12,9
4812,u-35,s-13,4
4813,u-35,s-14,4
4814,u-35,s-15,3
4815,u-35,s-17,2
4816,u-35,s-18,3
4817,u-35,s-2,1
4818,u-35,s-20,1
4819,u-35,s-21,1
4820,u-35,s-22,4
4821,u-35,s-23,2
4822,u-35,s-24,2
4823,u-35,s-26,8
4824,u-35,s-27,5
4825,u-35,s-3,3
4826,u-35,s-30,10
4827,u-35,s-31,11
4828,u-35,s-32,12
4829,u-35,s-33,5
4830,u-35,s-34,13
4831,u-35,s-35,5
4832,u-35,s-36,2
4833,u-35,s-37,5
4834,u-35,s-38,3
4835,u-35,s-39,6
4836,u-35,s-4,5
4837,u-35,s-40,6
4838,u-35,s-41,1
4839,u-35,s-42,14
4840,u-35,s-43,1
4841,u-35,s-44,2
4842,u-35,s-45,10
4843,u-35,s-46,8
4844,u-35,s-47,5
4845,u-35,s-49,5
4846,u-35,s-5,5
4847,u-35,s-50,8
4848,u-35,s-51,1
4849,u-35,s-52,8
4850,u-35,s-53,6
4851,u-35,s-54,21
4852,u-35,s-55,5
4853,u-35,s-56,1
4854,u-35,s-57,50
4855,u-35,s-58,5
4856,u-35,s-60,1
4857,u-35,s-61,23
4858,u-35,s-62,9
4859,u-35,s-65,1
4860,u-35,s-66,35
4861,u-35,s-67,4
4862,u-35,s-68,5
4863,u-35,s-7,9
4864,u-35,s-70,1
4865,u-35,s-71,3
4866,u-35,s-9,2
4867,u-36,s-0,2
4868,u-36,s-1,10
4869,u-36,s-10,1
4870,u-36,s-11,2
4871,u-36,s-12,2
4872,u-36,s-18,1
4873,u-36,s-22,1
4874,u-36,s-23,2
4875,u-36,s-26,1
4876,u-36,s-27,2
4877,u-36,s-30,3
4878,u-36,s-31,1
4879,u-36,s-32,4
4880,u-36,s-33,2
4881,u-36,s-34,7
4882,u-36,s-35,1
4883,u-36,s-38,2
4884,u-36,s-39,2
4885,u-36,s-4,1
4886,u-36,s-42,3
4887,u-36,s-43,2
4888,u-36,s-45,2
4889,u-36,s-46,3
4890,u-36,s-47,2
4891,u-36,s-48,1
4892,u-36,s-49,1
4893,u-36,s-52,1
4894,u-36,s-53,2
4895,u-36,s-54,8
4896,u-36,s-55,2
4897,u-36,s-57,10
4898,u-36,s-58,2
4899,u-36,s-61,7
4900,u-36,s-62,2
4901,u-36,s-65,1
4902,u-36,s-66,9
4903,u-36,s-7,2
4904,u-36,s-71,3
4905,u-36,s-9,1
4906,u-37,s-0,2
4907,u-37,s-1,7
4908,u-37,s-11,1
4909,u-37,s-12,1
4910,u-37,s-2,1
4911,u-37,s-22,1
4912,u-37,s-29,1
4913,u-37,s-3,1
4914,u-37,s-30,2
4915,u-37,s-31,1
4916,u-37,s-32,3
4917,u-37,s-33,1
4918,u-37,s-34,6
4919,u-37,s-36,1
4920,u-37,s-37,2
4921,u-37,s-39,1
4922,u-37,s-4,1
4923,u-37,s-40,1
4924,u-37,s-42,1
4925,u-37,s-45,1
4926,u-37,s-46,2
4927,u-37,s-47,1
4928,u-37,s-50,3
4929,u-37,s-52,1
4930,u-37,s-53,1
4931,u-37,s-54,3
4932,u-37,s-55,3
4933,u-37,s-56,1
4934,u-37,s-57,8
4935,u-37,s-61,4
4936,u-37,s-66,4
4937,u-37,s-67,1
4938,u-37,s-68,3
4939,u-37,s-7,1
4940,u-37,s-70,1
4941,u-38,System No Cluster,1
4942,u-38,s-0,4
4943,u-38,s-1,15
4944,u-38,s-10,1
4945,u-38,s-11,1
4946,u-38,s-12,2
4947,u-38,s-13,1
4948,u-38,s-15,2
4949,u-38,s-17,2
4950,u-38,s-18,1
4951,u-38,s-2,1
4952,u-38,s-22,1
4953,u-38,s-26,3
4954,u-38,s-27,2
4955,u-38,s-30,3
4956,u-38,s-31,2
4957,u-38,s-32,4
4958,u-38,s-33,1
4959,u-38,s-34,5
4960,u-38,s-36,2
4961,u-38,s-39,2
4962,u-38,s-4,1
4963,u-38,s-40,1
4964,u-38,s-42,2
4965,u-38,s-43,5
4966,u-38,s-45,1
4967,u-38,s-46,2
4968,u-38,s-47,1
4969,u-38,s-51,2
4970,u-38,s-53,1
4971,u-38,s-54,7
4972,u-38,s-55,7
4973,u-38,s-57,12
4974,u-38,s-58,2
4975,u-38,s-6,1
4976,u-38,s-60,1
4977,u-38,s-61,5
4978,u-38,s-62,2
4979,u-38,s-63,1
4980,u-38,s-66,6
4981,u-38,s-67,1
4982,u-38,s-68,3
4983,u-38,s-7,5
4984,u-38,s-71,2
4985,u-39,s-0,2
4986,u-39,s-1,6
4987,u-39,s-22,1
4988,u-39,s-23,1
4989,u-39,s-26,1
4990,u-39,s-30,1
4991,u-39,s-34,1
4992,u-39,s-37,1
4993,u-39,s-39,1
4994,u-39,s-42,1
4995,u-39,s-43,1
4996,u-39,s-47,1
4997,u-39,s-52,1
4998,u-39,s-53,3
4999,u-39,s-54,4
5000,u-39,s-57,5
5001,u-39,s-61,5
5002,u-39,s-62,2
5003,u-39,s-66,5
5004,u-39,s-69,1
5005,u-4,System No Cluster,1
5006,u-4,s-0,5
5007,u-4,s-1,13
5008,u-4,s-12,1
5009,u-4,s-2,2
5010,u-4,s-25,1
5011,u-4,s-26,3
5012,u-4,s-27,1
5013,u-4,s-3,1
5014,u-4,s-30,1
5015,u-4,s-31,1
5016,u-4,s-33,3
5017,u-4,s-34,5
5018,u-4,s-35,2
5019,u-4,s-36,1
5020,u-4,s-37,2
5021,u-4,s-38,3
5022,u-4,s-4,2
5023,u-4,s-42,1
5024,u-4,s-44,1
5025,u-4,s-45,2
5026,u-4,s-46,4
5027,u-4,s-50,1
5028,u-4,s-52,3
5029,u-4,s-54,5
5030,u-4,s-55,3
5031,u-4,s-56,1
5032,u-4,s-57,8
5033,u-4,s-58,1
5034,u-4,s-61,4
5035,u-4,s-62,1
5036,u-4,s-66,6
5037,u-4,s-68,2
5038,u-4,s-69,2
5039,u-4,s-7,2
5040,u-4,s-70,1
5041,u-4,s-9,1
5042,u-40,s-0,8
5043,u-40,s-1,21
5044,u-40,s-10,1
5045,u-40,s-11,1
5046,u-40,s-12,1
5047,u-40,s-13,4
5048,u-40,s-18,1
5049,u-40,s-19,1
5050,u-40,s-22,1
5051,u-40,s-23,2
5052,u-40,s-26,2
5053,u-40,s-27,2
5054,u-40,s-3,2
5055,u-40,s-30,7
5056,u-40,s-31,1
5057,u-40,s-32,1
5058,u-40,s-33,3
5059,u-40,s-34,3
5060,u-40,s-35,5
5061,u-40,s-37,1
5062,u-40,s-38,3
5063,u-40,s-4,3
5064,u-40,s-40,1
5065,u-40,s-42,8
5066,u-40,s-43,1
5067,u-40,s-45,3
5068,u-40,s-46,1
5069,u-40,s-47,1
5070,u-40,s-48,1
5071,u-40,s-49,1
5072,u-40,s-5,3
5073,u-40,s-50,1
5074,u-40,s-52,5
5075,u-40,s-53,3
5076,u-40,s-54,5
5077,u-40,s-55,3
5078,u-40,s-57,12
5079,u-40,s-58,1
5080,u-40,s-59,3
5081,u-40,s-61,12
5082,u-40,s-62,2
5083,u-40,s-66,6
5084,u-40,s-67,3
5085,u-40,s-68,2
5086,u-40,s-69,1
5087,u-40,s-7,1
5088,u-40,s-71,1
5089,u-40,s-8,1
5090,u-41,s-1,4
5091,u-41,s-27,1
5092,u-41,s-30,1
5093,u-41,s-32,1
5094,u-41,s-33,1
5095,u-41,s-4,1
5096,u-41,s-47,1
5097,u-41,s-54,1
5098,u-41,s-55,2
5099,u-41,s-66,3
5100,u-42,System No Cluster,1
5101,u-42,s-1,10
5102,u-42,s-12,2
5103,u-42,s-13,3
5104,u-42,s-18,2
5105,u-42,s-25,1
5106,u-42,s-27,1
5107,u-42,s-3,1
5108,u-42,s-30,1
5109,u-42,s-31,3
5110,u-42,s-32,1
5111,u-42,s-33,1
5112,u-42,s-34,4
5113,u-42,s-36,1
5114,u-42,s-39,5
5115,u-42,s-4,1
5116,u-42,s-40,1
5117,u-42,s-42,3
5118,u-42,s-45,3
5119,u-42,s-46,4
5120,u-42,s-47,3
5121,u-42,s-50,2
5122,u-42,s-52,1
5123,u-42,s-54,3
5124,u-42,s-55,2
5125,u-42,s-57,6
5126,u-42,s-58,2
5127,u-42,s-61,3
5128,u-42,s-66,7
5129,u-42,s-68,1
5130,u-42,s-69,1
5131,u-42,s-71,2
5132,u-43,s-0,4
5133,u-43,s-1,8
5134,u-43,s-12,1
5135,u-43,s-13,1
5136,u-43,s-15,1
5137,u-43,s-18,2
5138,u-43,s-2,1
5139,u-43,s-20,1
5140,u-43,s-22,2
5141,u-43,s-25,1
5142,u-43,s-26,3
5143,u-43,s-34,1
5144,u-43,s-35,2
5145,u-43,s-39,1
5146,u-43,s-4,2
5147,u-43,s-42,4
5148,u-43,s-45,1
5149,u-43,s-47,2
5150,u-43,s-50,1
5151,u-43,s-54,2
5152,u-43,s-55,1
5153,u-43,s-57,7
5154,u-43,s-58,1
5155,u-43,s-59,1
5156,u-43,s-61,2
5157,u-43,s-62,1
5158,u-43,s-66,3
5159,u-43,s-68,2
5160,u-43,s-69,2
5161,u-43,s-7,2
5162,u-43,s-70,3
5163,u-43,s-71,1
5164,u-44,s-0,6
5165,u-44,s-1,21
5166,u-44,s-10,1
5167,u-44,s-12,3
5168,u-44,s-13,3
5169,u-44,s-15,3
5170,u-44,s-16,1
5171,u-44,s-17,1
5172,u-44,s-19,1
5173,u-44,s-2,2
5174,u-44,s-21,1
5175,u-44,s-22,1
5176,u-44,s-23,2
5177,u-44,s-26,3
5178,u-44,s-27,1
5179,u-44,s-3,2
5180,u-44,s-32,2
5181,u-44,s-33,3
5182,u-44,s-34,1
5183,u-44,s-36,1
5184,u-44,s-38,2
5185,u-44,s-39,1
5186,u-44,s-4,2
5187,u-44,s-40,2
5188,u-44,s-41,1
5189,u-44,s-42,1
5190,u-44,s-43,1
5191,u-44,s-45,1
5192,u-44,s-46,3
5193,u-44,s-47,3
5194,u-44,s-5,1
5195,u-44,s-50,2
5196,u-44,s-52,2
5197,u-44,s-53,3
5198,u-44,s-54,8
5199,u-44,s-55,4
5200,u-44,s-57,11
5201,u-44,s-58,1
5202,u-44,s-59,1
5203,u-44,s-6,1
5204,u-44,s-61,7
5205,u-44,s-62,2
5206,u-44,s-64,1
5207,u-44,s-66,7
5208,u-44,s-67,1
5209,u-44,s-68,1
5210,u-44,s-69,1
5211,u-44,s-71,3
5212,u-44,s-8,1
5213,u-44,s-9,1
5214,u-45,s-1,8
5215,u-45,s-12,2
5216,u-45,s-17,1
5217,u-45,s-21,1
5218,u-45,s-26,3
5219,u-45,s-27,1
5220,u-45,s-30,3
5221,u-45,s-31,1
5222,u-45,s-33,1
5223,u-45,s-34,4
5224,u-45,s-35,2
5225,u-45,s-36,1
5226,u-45,s-39,1
5227,u-45,s-4,1
5228,u-45,s-42,1
5229,u-45,s-44,3
5230,u-45,s-5,1
5231,u-45,s-52,1
5232,u-45,s-53,4
5233,u-45,s-54,3
5234,u-45,s-55,4
5235,u-45,s-59,1
5236,u-45,s-61,1
5237,u-45,s-62,1
5238,u-45,s-66,5
5239,u-45,s-67,2
5240,u-45,s-68,1
5241,u-45,s-71,1
5242,u-46,System No Cluster,1
5243,u-46,s-0,2
5244,u-46,s-1,17
5245,u-46,s-10,3
5246,u-46,s-11,1
5247,u-46,s-12,5
5248,u-46,s-13,5
5249,u-46,s-19,1
5250,u-46,s-20,1
5251,u-46,s-23,1
5252,u-46,s-24,1
5253,u-46,s-25,1
5254,u-46,s-26,7
5255,u-46,s-27,2
5256,u-46,s-3,1
5257,u-46,s-30,5
5258,u-46,s-31,1
5259,u-46,s-33,1
5260,u-46,s-34,5
5261,u-46,s-35,4
5262,u-46,s-36,1
5263,u-46,s-37,1
5264,u-46,s-38,4
5265,u-46,s-4,2
5266,u-46,s-40,2
5267,u-46,s-42,6
5268,u-46,s-43,1
5269,u-46,s-44,1
5270,u-46,s-45,6
5271,u-46,s-46,7
5272,u-46,s-47,2
5273,u-46,s-49,1
5274,u-46,s-50,1
5275,u-46,s-51,2
5276,u-46,s-52,2
5277,u-46,s-53,4
5278,u-46,s-54,9
5279,u-46,s-55,6
5280,u-46,s-57,10
5281,u-46,s-59,2
5282,u-46,s-60,2
5283,u-46,s-61,2
5284,u-46,s-62,2
5285,u-46,s-63,1
5286,u-46,s-66,19
5287,u-46,s-68,3
5288,u-46,s-69,2
5289,u-46,s-7,5
5290,u-46,s-70,1
5291,u-46,s-71,5
5292,u-47,s-0,7
5293,u-47,s-1,15
5294,u-47,s-12,3
5295,u-47,s-13,1
5296,u-47,s-14,1
5297,u-47,s-16,1
5298,u-47,s-19,1
5299,u-47,s-2,1
5300,u-47,s-20,1
5301,u-47,s-25,1
5302,u-47,s-26,2
5303,u-47,s-27,1
5304,u-47,s-3,1
5305,u-47,s-30,3
5306,u-47,s-31,1
5307,u-47,s-32,2
5308,u-47,s-33,1
5309,u-47,s-35,1
5310,u-47,s-37,1
5311,u-47,s-38,2
5312,u-47,s-39,1
5313,u-47,s-4,1
5314,u-47,s-42,4
5315,u-47,s-43,1
5316,u-47,s-44,1
5317,u-47,s-45,3
5318,u-47,s-47,1
5319,u-47,s-49,1
5320,u-47,s-5,4
5321,u-47,s-53,3
5322,u-47,s-54,3
5323,u-47,s-55,3
5324,u-47,s-56,1
5325,u-47,s-57,12
5326,u-47,s-58,2
5327,u-47,s-6,1
5328,u-47,s-61,5
5329,u-47,s-62,1
5330,u-47,s-63,1
5331,u-47,s-64,2
5332,u-47,s-66,9
5333,u-47,s-67,1
5334,u-47,s-68,3
5335,u-47,s-69,1
5336,u-47,s-7,6
5337,u-47,s-71,3
5338,u-47,s-8,1
5339,u-48,s-0,8
5340,u-48,s-1,20
5341,u-48,s-10,2
5342,u-48,s-12,3
5343,u-48,s-13,3
5344,u-48,s-15,1
5345,u-48,s-17,2
5346,u-48,s-18,1
5347,u-48,s-20,1
5348,u-48,s-22,2
5349,u-48,s-25,2
5350,u-48,s-26,1
5351,u-48,s-27,3
5352,u-48,s-29,1
5353,u-48,s-3,1
5354,u-48,s-30,1
5355,u-48,s-31,4
5356,u-48,s-32,2
5357,u-48,s-33,2
5358,u-48,s-34,3
5359,u-48,s-35,3
5360,u-48,s-36,3
5361,u-48,s-37,1
5362,u-48,s-38,2
5363,u-48,s-39,2
5364,u-48,s-4,3
5365,u-48,s-40,1
5366,u-48,s-42,5
5367,u-48,s-43,1
5368,u-48,s-45,3
5369,u-48,s-46,1
5370,u-48,s-47,1
5371,u-48,s-5,1
5372,u-48,s-50,4
5373,u-48,s-51,1
5374,u-48,s-52,2
5375,u-48,s-53,6
5376,u-48,s-54,11
5377,u-48,s-55,4
5378,u-48,s-57,10
5379,u-48,s-58,1
5380,u-48,s-60,1
5381,u-48,s-61,4
5382,u-48,s-62,4
5383,u-48,s-66,11
5384,u-48,s-69,1
5385,u-48,s-7,3
5386,u-48,s-71,4
5387,u-48,s-9,2
5388,u-49,s-0,1
5389,u-49,s-1,9
5390,u-49,s-10,1
5391,u-49,s-11,1
5392,u-49,s-12,2
5393,u-49,s-13,3
5394,u-49,s-25,1
5395,u-49,s-27,1
5396,u-49,s-30,4
5397,u-49,s-32,2
5398,u-49,s-33,1
5399,u-49,s-34,2
5400,u-49,s-35,1
5401,u-49,s-36,1
5402,u-49,s-37,1
5403,u-49,s-42,1
5404,u-49,s-45,3
5405,u-49,s-46,1
5406,u-49,s-5,1
5407,u-49,s-52,2
5408,u-49,s-53,2
5409,u-49,s-54,2
5410,u-49,s-57,4
5411,u-49,s-6,1
5412,u-49,s-61,3
5413,u-49,s-62,1
5414,u-49,s-66,6
5415,u-49,s-68,4
5416,u-49,s-71,1
5417,u-49,s-8,2
5418,u-5,s-0,4
5419,u-5,s-1,20
5420,u-5,s-10,2
5421,u-5,s-12,3
5422,u-5,s-18,2
5423,u-5,s-2,1
5424,u-5,s-26,2
5425,u-5,s-27,2
5426,u-5,s-3,2
5427,u-5,s-30,2
5428,u-5,s-31,4
5429,u-5,s-32,3
